+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                             ;
+-------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                         ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; WordShifter0|final_shift|OutputSelect|\G_NBit_MUX:7:MUXI|and_2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|OutputSelect|\G_NBit_MUX:7:MUXI|and_1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|OutputSelect|\G_NBit_MUX:7:MUXI|not_1    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|OutputSelect|\G_NBit_MUX:7:MUXI          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|OutputSelect|\G_NBit_MUX:6:MUXI|or_1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|OutputSelect|\G_NBit_MUX:6:MUXI|and_2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|OutputSelect|\G_NBit_MUX:6:MUXI|and_1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|OutputSelect|\G_NBit_MUX:6:MUXI|not_1    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|OutputSelect|\G_NBit_MUX:6:MUXI          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|OutputSelect|\G_NBit_MUX:5:MUXI|or_1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|OutputSelect|\G_NBit_MUX:5:MUXI|and_2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|OutputSelect|\G_NBit_MUX:5:MUXI|and_1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|OutputSelect|\G_NBit_MUX:5:MUXI|not_1    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|OutputSelect|\G_NBit_MUX:5:MUXI          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|OutputSelect|\G_NBit_MUX:4:MUXI|or_1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|OutputSelect|\G_NBit_MUX:4:MUXI|and_2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|OutputSelect|\G_NBit_MUX:4:MUXI|and_1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|OutputSelect|\G_NBit_MUX:4:MUXI|not_1    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|OutputSelect|\G_NBit_MUX:4:MUXI          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|OutputSelect|\G_NBit_MUX:3:MUXI|or_1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|OutputSelect|\G_NBit_MUX:3:MUXI|and_2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|OutputSelect|\G_NBit_MUX:3:MUXI|and_1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|OutputSelect|\G_NBit_MUX:3:MUXI|not_1    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|OutputSelect|\G_NBit_MUX:3:MUXI          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|OutputSelect|\G_NBit_MUX:2:MUXI|or_1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|OutputSelect|\G_NBit_MUX:2:MUXI|and_2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|OutputSelect|\G_NBit_MUX:2:MUXI|and_1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|OutputSelect|\G_NBit_MUX:2:MUXI|not_1    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|OutputSelect|\G_NBit_MUX:2:MUXI          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|OutputSelect|\G_NBit_MUX:1:MUXI|or_1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|OutputSelect|\G_NBit_MUX:1:MUXI|and_2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|OutputSelect|\G_NBit_MUX:1:MUXI|and_1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|OutputSelect|\G_NBit_MUX:1:MUXI|not_1    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|OutputSelect|\G_NBit_MUX:1:MUXI          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|OutputSelect|\G_NBit_MUX:0:MUXI|or_1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|OutputSelect|\G_NBit_MUX:0:MUXI|and_2    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|OutputSelect|\G_NBit_MUX:0:MUXI|and_1    ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|OutputSelect|\G_NBit_MUX:0:MUXI|not_1    ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|OutputSelect|\G_NBit_MUX:0:MUXI          ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|OutputSelect                             ; 65    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|ShiftOperation|\G4_2:0:mux4_i|or_1       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|ShiftOperation|\G4_2:0:mux4_i|and_2      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|ShiftOperation|\G4_2:0:mux4_i|and_1      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|ShiftOperation|\G4_2:0:mux4_i|not_1      ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; WordShifter0|final_shift|ShiftOperation|\G4_2:0:mux4_i            ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
